year,primary_topic,topic_bucket,count
2023,Adversarial Robustness in Machine Learning,Core ML / Deep Learning,5641
2023,Algorithms and Data Compression,ML Theory & Optimization,1082
2023,Anomaly Detection Techniques and Applications,Applied / Interdisciplinary AI,6131
2023,Artificial Intelligence Applications,Applied / Interdisciplinary AI,361
2023,Artificial Intelligence in Games,Applied / Interdisciplinary AI,1149
2023,Authorship Attribution and Profiling,Applied / Interdisciplinary AI,484
2023,Bayesian Methods and Mixture Models,ML Theory & Optimization,1176
2023,Bayesian Modeling and Causal Inference,ML Theory & Optimization,1456
2023,Coding theory and cryptography,ML Theory & Optimization,2019
2023,Cognitive Computing and Networks,Applied / Interdisciplinary AI,316
2023,Cognitive Science and Mapping,Applied / Interdisciplinary AI,1009
2023,Computational Physics and Python Applications,Applied / Interdisciplinary AI,1810
2023,Computer Science and Engineering,Applied / Interdisciplinary AI,2382
2023,Cryptographic Implementations and Security,Applied / Interdisciplinary AI,1447
2023,Cryptography and Data Security,Applied / Interdisciplinary AI,3551
2023,Data Analysis with R,Applied / Interdisciplinary AI,714
2023,Data Stream Mining Techniques,Applied / Interdisciplinary AI,1232
2023,Diverse Interdisciplinary Research Studies,Applied / Interdisciplinary AI,40
2023,Domain Adaptation and Few-Shot Learning,Applied / Interdisciplinary AI,5935
2023,Edcuational Technology Systems,Applied / Interdisciplinary AI,6301
2023,Educational Robotics and Engineering,Robotics,2094
2023,Educational Technology and Pedagogy,Applied / Interdisciplinary AI,2268
2023,Evolutionary Algorithms and Applications,ML Theory & Optimization,1086
2023,Experience-Based Knowledge Management,Applied / Interdisciplinary AI,20
2023,Explainable Artificial Intelligence (XAI),AI Ethics & Fairness,3233
2023,Fuzzy Logic and Control Systems,Robotics,895
2023,Gaussian Processes and Bayesian Inference,ML Theory & Optimization,943
2023,Geochemistry and Geologic Mapping,Applied / Interdisciplinary AI,4206
2023,Hate Speech and Cyberbullying Detection,NLP,3274
2023,Imbalanced Data Classification Techniques,Core ML / Deep Learning,2242
2023,Intelligent Tutoring Systems and Adaptive Learning,Applied / Interdisciplinary AI,1053
2023,Internet Traffic Analysis and Secure E-voting,Applied / Interdisciplinary AI,1689
2023,Intuitionistic Fuzzy Systems Applications,Applied / Interdisciplinary AI,157
2023,"Law, AI, and Intellectual Property",AI Ethics & Fairness,1445
2023,Linguistic Studies and Language Acquisition,NLP,1472
2023,"Logic, Reasoning, and Knowledge",Applied / Interdisciplinary AI,1465
2023,"Logic, programming, and type systems",Applied / Interdisciplinary AI,1201
2023,Machine Learning and Algorithms,Core ML / Deep Learning,1290
2023,Machine Learning and Data Classification,Core ML / Deep Learning,2336
2023,Machine Learning and ELM,Core ML / Deep Learning,1240
2023,Machine Learning in Healthcare,Core ML / Deep Learning,2132
2023,Mathematical Control Systems and Analysis,Robotics,300
2023,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,2945
2023,Multi-Agent Systems and Negotiation,Reinforcement Learning,683
2023,Natural Language Processing Techniques,NLP,8106
2023,Neural Networks and Applications,Core ML / Deep Learning,5287
2023,Neural Networks and Reservoir Computing,Core ML / Deep Learning,2391
2023,Organizational and Employee Performance,Applied / Interdisciplinary AI,3305
2023,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,7914
2023,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,191
2023,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,7404
2023,Quantum Information and Cryptography,ML Theory & Optimization,5574
2023,Reinforcement Learning in Robotics,Robotics,3564
2023,Security and Verification in Computing,Applied / Interdisciplinary AI,1204
2023,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,1252
2023,Semantic Web and Ontologies,NLP,2559
2023,Sentiment Analysis and Opinion Mining,NLP,4840
2023,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,2508
2023,Speech Recognition and Synthesis,NLP,4147
2023,Speech and dialogue systems,NLP,1091
2023,Statistical and Computational Modeling,Applied / Interdisciplinary AI,636
2023,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,1184
2023,Target Tracking and Data Fusion in Sensor Networks,Robotics,1681
2023,Text Readability and Simplification,NLP,797
2023,Text and Document Classification Technologies,NLP,1548
2023,Topic Modeling,NLP,16630
2023,Wireless Signal Modulation Classification,Core ML / Deep Learning,1561
2024,AI and Multimedia in Education,Applied / Interdisciplinary AI,259
2024,AI in Service Interactions,Applied / Interdisciplinary AI,5268
2024,AI in cancer detection,Healthcare AI,6888
2024,AI-based Problem Solving and Planning,Robotics,902
2024,Advanced Clustering Algorithms Research,Core ML / Deep Learning,1272
2024,Advanced Computational Techniques and Applications,Applied / Interdisciplinary AI,2136
2024,Advanced Graph Neural Networks,Core ML / Deep Learning,3979
2024,Advanced Software Engineering Methodologies,Applied / Interdisciplinary AI,497
2024,Advanced Technologies in Various Fields,Applied / Interdisciplinary AI,1084
2024,Advanced Text Analysis Techniques,NLP,2325
2024,Adversarial Robustness in Machine Learning,Core ML / Deep Learning,4906
2024,Algorithms and Data Compression,ML Theory & Optimization,1495
2024,Anomaly Detection Techniques and Applications,Applied / Interdisciplinary AI,9130
2024,Artificial Intelligence Applications,Applied / Interdisciplinary AI,454
2024,Artificial Intelligence in Games,Applied / Interdisciplinary AI,1328
2024,Authorship Attribution and Profiling,Applied / Interdisciplinary AI,598
2024,Bayesian Methods and Mixture Models,ML Theory & Optimization,1406
2024,Bayesian Modeling and Causal Inference,ML Theory & Optimization,1462
2024,Coding theory and cryptography,ML Theory & Optimization,1892
2024,Cognitive Computing and Networks,Applied / Interdisciplinary AI,642
2024,Cognitive Science and Mapping,Applied / Interdisciplinary AI,1319
2024,Computational Physics and Python Applications,Applied / Interdisciplinary AI,2516
2024,Computer Science and Engineering,Applied / Interdisciplinary AI,3370
2024,Cryptographic Implementations and Security,Applied / Interdisciplinary AI,1356
2024,Cryptography and Data Security,Applied / Interdisciplinary AI,3253
2024,Data Analysis with R,Applied / Interdisciplinary AI,637
2024,Data Stream Mining Techniques,Applied / Interdisciplinary AI,1338
2024,Diverse Interdisciplinary Research Studies,Applied / Interdisciplinary AI,49
2024,Domain Adaptation and Few-Shot Learning,Applied / Interdisciplinary AI,3600
2024,Edcuational Technology Systems,Applied / Interdisciplinary AI,5618
2024,Educational Robotics and Engineering,Robotics,2009
2024,Educational Technology and Pedagogy,Applied / Interdisciplinary AI,3028
2024,Evolutionary Algorithms and Applications,ML Theory & Optimization,1467
2024,Experience-Based Knowledge Management,Applied / Interdisciplinary AI,16
2024,Explainable Artificial Intelligence (XAI),AI Ethics & Fairness,3355
2024,Fuzzy Logic and Control Systems,Robotics,1325
2024,Gaussian Processes and Bayesian Inference,ML Theory & Optimization,847
2024,Geochemistry and Geologic Mapping,Applied / Interdisciplinary AI,4467
2024,Hate Speech and Cyberbullying Detection,NLP,3469
2024,Imbalanced Data Classification Techniques,Core ML / Deep Learning,2923
2024,Intelligent Tutoring Systems and Adaptive Learning,Applied / Interdisciplinary AI,2321
2024,Internet Traffic Analysis and Secure E-voting,Applied / Interdisciplinary AI,1648
2024,Intuitionistic Fuzzy Systems Applications,Applied / Interdisciplinary AI,125
2024,"Law, AI, and Intellectual Property",AI Ethics & Fairness,2267
2024,Linguistic Studies and Language Acquisition,NLP,1239
2024,"Logic, Reasoning, and Knowledge",Applied / Interdisciplinary AI,1237
2024,"Logic, programming, and type systems",Applied / Interdisciplinary AI,1052
2024,Machine Learning and Algorithms,Core ML / Deep Learning,1249
2024,Machine Learning and Data Classification,Core ML / Deep Learning,2480
2024,Machine Learning and ELM,Core ML / Deep Learning,1241
2024,Machine Learning in Healthcare,Core ML / Deep Learning,3112
2024,Mathematical Control Systems and Analysis,Robotics,330
2024,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,2788
2024,Multi-Agent Systems and Negotiation,Reinforcement Learning,1251
2024,Natural Language Processing Techniques,NLP,13783
2024,Neural Networks and Applications,Core ML / Deep Learning,11863
2024,Neural Networks and Reservoir Computing,Core ML / Deep Learning,2488
2024,Organizational and Employee Performance,Applied / Interdisciplinary AI,3208
2024,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,8663
2024,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,280
2024,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,7631
2024,Quantum Information and Cryptography,ML Theory & Optimization,5028
2024,Reinforcement Learning in Robotics,Robotics,3116
2024,Security and Verification in Computing,Applied / Interdisciplinary AI,1078
2024,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,1848
2024,Semantic Web and Ontologies,NLP,4362
2024,Sentiment Analysis and Opinion Mining,NLP,4894
2024,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,2794
2024,Speech Recognition and Synthesis,NLP,4652
2024,Speech and dialogue systems,NLP,2337
2024,Statistical and Computational Modeling,Applied / Interdisciplinary AI,576
2024,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,818
2024,Target Tracking and Data Fusion in Sensor Networks,Robotics,1713
2024,Text Readability and Simplification,NLP,876
2024,Text and Document Classification Technologies,NLP,2086
2024,Topic Modeling,NLP,14116
2024,Wireless Signal Modulation Classification,Core ML / Deep Learning,1305
2025,AI and Multimedia in Education,Applied / Interdisciplinary AI,502
2025,AI in Service Interactions,Applied / Interdisciplinary AI,9983
2025,AI in cancer detection,Healthcare AI,8671
2025,AI-based Problem Solving and Planning,Robotics,1554
2025,Advanced Clustering Algorithms Research,Core ML / Deep Learning,1375
2025,Advanced Computational Techniques and Applications,Applied / Interdisciplinary AI,1643
2025,Advanced Graph Neural Networks,Core ML / Deep Learning,6431
2025,Advanced Software Engineering Methodologies,Applied / Interdisciplinary AI,652
2025,Advanced Technologies in Various Fields,Applied / Interdisciplinary AI,2008
2025,Advanced Text Analysis Techniques,NLP,1868
2025,Adversarial Robustness in Machine Learning,Core ML / Deep Learning,7749
2025,Algorithms and Data Compression,ML Theory & Optimization,1434
2025,Anomaly Detection Techniques and Applications,Applied / Interdisciplinary AI,9277
2025,Artificial Intelligence Applications,Applied / Interdisciplinary AI,1116
2025,Artificial Intelligence in Games,Applied / Interdisciplinary AI,1884
2025,Authorship Attribution and Profiling,Applied / Interdisciplinary AI,1050
2025,Bayesian Methods and Mixture Models,ML Theory & Optimization,1433
2025,Bayesian Modeling and Causal Inference,ML Theory & Optimization,1639
2025,Coding theory and cryptography,ML Theory & Optimization,1750
2025,Cognitive Computing and Networks,Applied / Interdisciplinary AI,1038
2025,Cognitive Science and Mapping,Applied / Interdisciplinary AI,1634
2025,Computational Physics and Python Applications,Applied / Interdisciplinary AI,2460
2025,Computer Science and Engineering,Applied / Interdisciplinary AI,2895
2025,Cryptographic Implementations and Security,Applied / Interdisciplinary AI,1794
2025,Cryptography and Data Security,Applied / Interdisciplinary AI,4070
2025,Data Analysis with R,Applied / Interdisciplinary AI,1593
2025,Data Stream Mining Techniques,Applied / Interdisciplinary AI,1495
2025,Diverse Interdisciplinary Research Studies,Applied / Interdisciplinary AI,158
2025,Domain Adaptation and Few-Shot Learning,Applied / Interdisciplinary AI,4363
2025,Edcuational Technology Systems,Applied / Interdisciplinary AI,4688
2025,Educational Robotics and Engineering,Robotics,2049
2025,Educational Technology and Pedagogy,Applied / Interdisciplinary AI,3531
2025,Evolutionary Algorithms and Applications,ML Theory & Optimization,1473
2025,Experience-Based Knowledge Management,Applied / Interdisciplinary AI,22
2025,Explainable Artificial Intelligence (XAI),AI Ethics & Fairness,6867
2025,Fuzzy Logic and Control Systems,Robotics,1179
2025,Gaussian Processes and Bayesian Inference,ML Theory & Optimization,1133
2025,Geochemistry and Geologic Mapping,Applied / Interdisciplinary AI,4778
2025,Hate Speech and Cyberbullying Detection,NLP,3932
2025,Imbalanced Data Classification Techniques,Core ML / Deep Learning,4221
2025,Intelligent Tutoring Systems and Adaptive Learning,Applied / Interdisciplinary AI,4622
2025,Internet Traffic Analysis and Secure E-voting,Applied / Interdisciplinary AI,2191
2025,Intuitionistic Fuzzy Systems Applications,Applied / Interdisciplinary AI,347
2025,"Law, AI, and Intellectual Property",AI Ethics & Fairness,3007
2025,Linguistic Studies and Language Acquisition,NLP,1476
2025,"Logic, Reasoning, and Knowledge",Applied / Interdisciplinary AI,1773
2025,"Logic, programming, and type systems",Applied / Interdisciplinary AI,1588
2025,Machine Learning and Algorithms,Core ML / Deep Learning,1153
2025,Machine Learning and Data Classification,Core ML / Deep Learning,2788
2025,Machine Learning and ELM,Core ML / Deep Learning,1090
2025,Machine Learning in Healthcare,Core ML / Deep Learning,5375
2025,Mathematical Control Systems and Analysis,Robotics,401
2025,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,2768
2025,Multi-Agent Systems and Negotiation,Reinforcement Learning,2099
2025,Natural Language Processing Techniques,NLP,12203
2025,Neural Networks and Applications,Core ML / Deep Learning,9516
2025,Neural Networks and Reservoir Computing,Core ML / Deep Learning,3422
2025,Organizational and Employee Performance,Applied / Interdisciplinary AI,3903
2025,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,10004
2025,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,847
2025,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,10873
2025,Quantum Information and Cryptography,ML Theory & Optimization,6309
2025,Reinforcement Learning in Robotics,Robotics,4575
2025,Security and Verification in Computing,Applied / Interdisciplinary AI,1707
2025,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,2272
2025,Semantic Web and Ontologies,NLP,4049
2025,Sentiment Analysis and Opinion Mining,NLP,6268
2025,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,3473
2025,Speech Recognition and Synthesis,NLP,4678
2025,Speech and dialogue systems,NLP,2276
2025,Statistical and Computational Modeling,Applied / Interdisciplinary AI,515
2025,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,2024
2025,Target Tracking and Data Fusion in Sensor Networks,Robotics,1842
2025,Text Readability and Simplification,NLP,1125
2025,Text and Document Classification Technologies,NLP,1953
2025,Topic Modeling,NLP,17032
2025,Wireless Signal Modulation Classification,Core ML / Deep Learning,2184
